english_source,swedish_opus,swedish_human,swedish_gpt,error_tags,gpt_comparison,gpt_error_tags,explanation,problem_description,gpt_comparison_comment,reviewer_suggestion,legacy_tags,context_5,context_10
I don't know what you're doing with those 2 assholes but they're out of your league.,"Jag vet inte vad du gör med de där två skitstövlarna, men de är inte i din liga.","Jag vet inte vad du gör med de där två skitstövlarna, men de är på en annan nivå","Jag vet inte vad du gör med de där två idioterna, men de är för mycket för dig.",['ID' 'DIR' 'BET'],LLM WORSE,['ID' 'SEM'],Syftar till att personen ska hålla sig borta från de två kriminella då de utför farligare jobb och är högre i hierarkin,"Idiomatiskt uttryck ""out of one's league"" finns inte i svenskan och kräver anpassniing efter kontext","(O) - ""På en annan nivå"" mer korrekt",,Idiomatiskt,"['And he was rotten way before you started looking after him.'
 ""Isn't this what you wanted?"" 'The gun and the money are on the table.'
 'You changed, François.' ""You're hallucinating.""]","['I taught her to pretend she was enjoying herself.'
 'But she really enjoyed herself with her customers.'
 'But François could have gone straight.' ""That's true.""
 ""Like a perfect piece of fruit that's rotten inside.""
 'And he was rotten way before you started looking after him.'
 ""Isn't this what you wanted?"" 'The gun and the money are on the table.'
 'You changed, François.' ""You're hallucinating.""]"
He did a complete 180.,Han gjorde hela 180.,Han gjorde en total 180,Han gjorde en helomvändning.,['SL' 'SEM'],LLM OK,[],Syftar till att någon helt bytt riktning med sitt liv,Idiomatiskt uttryck som inte finns i svenskan men går att formulera för förståelse,(O) - Båda funkar bra. AÖ låter lite mer ungdomlig.,,Idiomatiskt,"[""He's not here."" '-I have to see him.' ""It's important.""
 ""I don't know him."" ""-But that's not possible.""]","[""-I'd like to see René."" ""Don't know him."" ""-But Simone said he's here.""
 ""He's not here."" '-But he must be.' ""He's not here.""
 '-I have to see him.' ""It's important."" ""I don't know him.""
 ""-But that's not possible.""]"
I would have made him work for it.,Jag hade fått honom att jobba för det.,Jag hade tvingat honom att kämpa för det,Jag skulle ha fått honom att jobba för det.,['SEM'],LLM WORSE,['LF' 'BET' 'SEM'],Syftar till att man hade fått någon att anstänga sig hårt för att få något,"Här handlar det mer allmänt om att anstänga sig, alltså kämpa för något","(O) - Håller med om att ""kämpa"" passar bättre givet kontext.",,Semantiskt,"['He did a complete 180.' 'Do like me.' 'Try to forget him.'
 'I wanted him to make it to chief.' '-Me too.']","[""He's not here."" '-I have to see him.' ""It's important.""
 ""I don't know him."" ""-But that's not possible."" 'He did a complete 180.'
 'Do like me.' 'Try to forget him.' 'I wanted him to make it to chief.'
 '-Me too.']"
He's getting in deeper and deeper.,Han kommer in djupare och djupare.,Han blir indragen allt djupare,Han hamnar djupare och djupare.,['DIR' 'SEM'],LLM WORSE,['SAK' 'LF' 'BET'],Syftar till att bli indragen i något drupare rent metaforiskt,Anpassning efter svensk språkkänsla och formulering,"(O) - Se Förklaring/kontext. ""Indragen"" mer passande.",,"Semantiskt, formulering","['-Me too.' 'I would have made him work for it.' 'We would have done it.'
 'But now we look like idiots.' 'We have to save him.']","[""-But that's not possible."" 'He did a complete 180.' 'Do like me.'
 'Try to forget him.' 'I wanted him to make it to chief.' '-Me too.'
 'I would have made him work for it.' 'We would have done it.'
 'But now we look like idiots.' 'We have to save him.']"
The registration's on the note.,Registreringen står på notan.,Registreringsnumret står på lappen,Registreringsnumret står på lappen.,['LF' 'BET'],LLM OK,[],Syftar till ett registreringsnummer till en bil som står skriven på en lapp,Här handlar det om ett registreringsnummer till bil som står skrivet på papperslapp,,,"Semantiskt, ordval","['I see.' 'You go to the parking at Porte de Clignancourt.'
 'You take a car.' '-Do I steal one?' 'No, we have the key.']","[""Because you don't love him."" ""I do, but I can't do anything.""
 'But do what?' '-Electroshock.' ""You're the only one."" 'I see.'
 'You go to the parking at Porte de Clignancourt.' 'You take a car.'
 '-Do I steal one?' 'No, we have the key.']"
Follow me.,Följ mig.,Följ efter mig,Följ mig.,['DIR' 'PR'],LLM WORSE,['DIR' 'PR'],syftar till att be någon följa efter en någonstans,Anpassning efter svensk språkkänsla och formulering,"(O) - Tycker ""följ mig"" funkar i det här sammanhanget.",,Ordval,"['Comprehension.' 'Mr. Pacalioglu, I presume?' 'Correctomundo.'
 'And you are?' 'Principal Herring.']","['Okay, toodles!' 'Wait, Pac!' 'Pac!' 'Pac!'
 'First place, reading compression.' 'Comprehension.'
 'Mr. Pacalioglu, I presume?' 'Correctomundo.' 'And you are?'
 'Principal Herring.']"
"No, but touched that you're here.","Nej, men rörde vid att du är här.","Nej, men rörd  att du är här","Nej, men rörd över att du är här.",['LF' 'GR' 'BET'],LLM OK,[],Syftar till att bli emotionellt berörd av att personen kommit dit,Här handlar det om att emotionellt bli berörd,(O) - LLM funkar lika bra.,,Semantiskt,"['-Bloret?' 'Yes, Bloret.' 'Up there, on the roof.' 'René?'
 'René, are you hit?']","['I was right not to trust him.' ""He's going to set us up.""
 'Hello, headquarters, Brisson here.' '-Headquarters here.'
 'Give me the chief.' '-Bloret?' 'Yes, Bloret.' 'Up there, on the roof.'
 'René?' 'René, are you hit?']"
I'll get them.,Jag hämtar dem.,Jag ska ta dem,Jag hämtar dem.,['DIR' 'BET'],LLM WORSE,['DIR' 'BET'],"Syftar till att vilja komma åt någon fysiskt, handlingskraftigt eller med våld","Här handlar det om att få tag på någon, att komma åt någon","(O) - Se ""Problembeskrivning/åtgärd""",,Semantiskt,"['-I just wanted to see you.' 'René, asshole.' ""You're fucking with me.""
 'Let it go, François.' ""-I'm screwing them.""]","[""-No, but touched that you're here."" ""You're tickling me."" 'Stop it.'
 ""I'm fine."" ""What, you're alright?"" '-I just wanted to see you.'
 'René, asshole.' ""You're fucking with me."" 'Let it go, François.'
 ""-I'm screwing them.""]"
By the balls!,Vid kulorna!,I ett grepp!,I pungen!,['SL' 'DIR' 'BET'],LLM WORSE,['SL' 'BET'],Syftar till att åstadkomma full kontroll över någon metaforiskt,Idiomatiskt uttryck som inte finns i svenskan och därmed kräver översättning genom liknande uttryck,(O) - NEJ. LLM missar idiomatiskt uttryck.,,Idiomatiskt,"[""You're fucking with me."" 'Let it go, François.' ""-I'm screwing them.""
 ""I'll get them."" ""No, they'll get you.""]","['Stop it.' ""I'm fine."" ""What, you're alright?""
 '-I just wanted to see you.' 'René, asshole.' ""You're fucking with me.""
 'Let it go, François.' ""-I'm screwing them."" ""I'll get them.""
 ""No, they'll get you.""]"
"You don't look too good, chief.","Du ser inte så bra ut, chefen.","Du ser inte ut att må så bra, chefen","Du ser inte så bra ut, chef.",['DIR' 'BET'],LLM WORSE,['DIR' 'BET'],Syftar till att någon ser ut att må dåligt,Uttrycket syftar till välmående. Idiomatiskt uttryck som inte finns i svenskan och kräver översättning med rätt betydelse,(O) - LLM missar att välmående åsyftas + grammatiskt inkorrekt,,Idiomatiskt,"['Look, chief.' 'Bravo.' ""-One day, you'll thank me.""
 'Maybe not today though.' 'Loser.']","['François.' ""-You don't understand a thing.""
 ""You're too old and too stupid."" ""We've been following them for a week.""
 'Search the car.' 'Look, chief.' 'Bravo.' ""-One day, you'll thank me.""
 'Maybe not today though.' 'Loser.']"
"Clear all this up, but discretely.","Rensa upp allt detta, men diskret.",Red ut allt det här,"Rensa upp allt det här, men diskret.",['DIR' 'BET' 'PR'],LLM WORSE,['DIR' 'BET' 'PR'],Syftar till att undanskymma eller göra det nödvändiga arbetet för att klara upp eller få bort ett problem,Anpassning efter svensk språkkänsla och formulering,"(O) - ""Rensa upp"" skulle kunna fungera om det syftar till något olagligt eller på annat sätt tabubelagt, och personen talar eufemistiskt, vilket jag tänker inte är helt ovanligt bland personer som begår sådana handlingar. Tycker dock AÖ är tydligare och mer korrekt rent formellt.",Red ut allt det här,"Semantiskt, formulering","[""-One day, you'll thank me."" 'Maybe not today though.' 'Loser.'
 ""You don't look too good, chief."" ""-You're making me sick.""]","[""You're too old and too stupid."" ""We've been following them for a week.""
 'Search the car.' 'Look, chief.' 'Bravo.' ""-One day, you'll thank me.""
 'Maybe not today though.' 'Loser.' ""You don't look too good, chief.""
 ""-You're making me sick.""]"
I'll continue to work with you.,Jag fortsätter jobba med dig.,Jag kommer fortsätta jobba med dig,Jag fortsätter jobba med dig.,['SAK' 'SEM'],LLM WORSE,['SAK' 'SEM'],Syftar till att kommunicera att man vill fortsätta jobba med personen,Anpassning efter svensk språkkänsla och formulering,"(O) - LLM uttrycker inte i lika hög grad, på samma sätt som AÖ och den ursprungliga meningen, att det finns vilja att fortsätta.",,Grammatiskt,"[""But he made them tell me he'd been shot."" ""That's why we were together.""
 ""Tell them that's the truth."" 'René, damnit, tell them.'
 ""I swear that's the truth.""]","[""-You're making me sick."" 'Clear all this up, but discretely.'
 'No scandal.' ""I've had it."" 'Everything hurts.'
 ""But he made them tell me he'd been shot."" ""That's why we were together.""
 ""Tell them that's the truth."" 'René, damnit, tell them.'
 ""I swear that's the truth.""]"
"If you like lousy biographies, you're in for a good time.","Om du gillar usla biografier, är du inne för en bra tid.","Om du gillar usla biografier har du något att se
fram emot.",Om du gillar usla biografier får du det trevligt.,['ID' 'DIR' 'BET'],LLM WORSE,['ID' 'SAK' 'BET'],Idiomatiskt. Syftar till att något kommer bli en positiv upplevelse,Idiomatiskt uttryck som inte har svensk motsvarighet men finns en vanlig formulering som fångar betydelsen,(O) - LLM fungerar okej men inte lika tydlig och specifik.,"Om du gillar usla biografier har du något att se
fram emot.",Idiomatiskt,"[""I swear that's the truth."" ""I'll continue to work with you.""
 ""That's possible."" 'But we need a scapegoat.'
 ""I'll tell you everything about him.""]","['Everything hurts.' ""But he made them tell me he'd been shot.""
 ""That's why we were together."" ""Tell them that's the truth.""
 'René, damnit, tell them.' ""I swear that's the truth.""
 ""I'll continue to work with you."" ""That's possible.""
 'But we need a scapegoat.' ""I'll tell you everything about him.""]"
The rates?,Hur mycket kostar det?,Och priserna?,Priserna?,['ADD' 'PR'],LLM OK,[],Syftar till att ta reda på vad en avgift går på,För lång översättning som går att göra närmre originalspråk,(O) - LLM funkar lika bra.,,Ordval,"[""Nobody'll mind if you exaggerate a bit."" 'No need.'
 'The truth is good enough.'
 'The list of all the people he extorted money from.'
 'Corresponds to the phone directory of the neighbourhood.']","[""I'll continue to work with you."" ""That's possible.""
 'But we need a scapegoat.' ""I'll tell you everything about him.""
 ""If you like lousy biographies, you're in for a good time.""
 ""Nobody'll mind if you exaggerate a bit."" 'No need.'
 'The truth is good enough.'
 'The list of all the people he extorted money from.'
 'Corresponds to the phone directory of the neighbourhood.']"
Repeatedly.,Upprepat.,Flera gånger,Upprepade gånger.,['PR'],LLM OK,[],Syftar till att en person erbjudit mutor flera gånger.,"Mer vanligt och allmät att säga ""flera gånger"" i kontexten",(O) - LLM funkar lika bra.,,Ordval,"[""He says she's an ex whore."" ""-He doesn't mean ex-whore.""
 'He means old whore.'
 'She only does it three times a month for her cigarettes.'
 'Has he tried to bribe you?']","['Corresponds to the phone directory of the neighbourhood.' 'The rates?'
 ""-You'll get those too."" 'What do you know about his private life?'
 '-That he lives with a whore.' ""He says she's an ex whore.""
 ""-He doesn't mean ex-whore."" 'He means old whore.'
 'She only does it three times a month for her cigarettes.'
 'Has he tried to bribe you?']"
He'd place his bet after they threw the dice.,Han satsade när de kastade tärningarna.,Han brukade satsa efter att de kastat tärningarna.,Han satsade efter att de kastade tärningarna.,['SAK' 'SEM'],LLM WORSE,['SAK' 'BET'],Syftar till att satsningen skett efter tärningskastet,Tempuset blir fel då det handlar om aktioner efter varandra,"(O) - LLM missar ""brukade"" (he'd = he would) vilket gör att meningen refererar till flertalet tidigare händelser. Något som ej är tydligt i LLMs mening.",,Grammatiskt,"[""The few times I was there with him he didn't want me to pay.""
 'What was the name of that restaurant?' 'Chez Fernand.'
 ""In exchange for free food, he'd turn a blind eye."" 'Tell us more.']","['She only does it three times a month for her cigarettes.'
 'Has he tried to bribe you?' '-Repeatedly.' 'For instance?'
 '-He eats for free in a restaurant.'
 ""The few times I was there with him he didn't want me to pay.""
 'What was the name of that restaurant?' 'Chez Fernand.'
 ""In exchange for free food, he'd turn a blind eye."" 'Tell us more.']"
He's a small fish.,Han är en liten fisk.,Han är en liten spelare.,Han är en småfisk.,['SL' 'DIR' 'BET'],LLM WORSE,['SL' 'DIR' 'BET'],Idiomatiskt. Syftar till att någon är oviktig och har lite att påverka/säga till om,Idiomatiskt uttryck som inte finns i svenskan men det existerar ett liknande,"(O) - ""En småfisk"" låter ej korrekt.",,Idiomatiskt,"['Chez Fernand.' ""In exchange for free food, he'd turn a blind eye.""
 'Tell us more.' ""He'd place his bet after they threw the dice.""
 ""And he'd get 100 francs.""]","['-Repeatedly.' 'For instance?' '-He eats for free in a restaurant.'
 ""The few times I was there with him he didn't want me to pay.""
 'What was the name of that restaurant?' 'Chez Fernand.'
 ""In exchange for free food, he'd turn a blind eye."" 'Tell us more.'
 ""He'd place his bet after they threw the dice.""
 ""And he'd get 100 francs.""]"
Hardly anything.,Svårt vad som helst.,Nästan ingenting,Nästan ingenting.,['LF' 'GR' 'BET'],LLM OK,[],Syftar till att man nästan inte gjorde någonting,Felaktig översättning.,,,Grammatiskt,"[""There's 120,000 of us in France..."" 'Come, get out of here.'
 '-And quickly.' 'Wait.' 'You made up a bit, asshole.']","['Asshole.' ""I'll kill you."" ""You're a dead man."" 'Two cops.' 'And here!'
 ""There's 120,000 of us in France..."" 'Come, get out of here.'
 '-And quickly.' 'Wait.' 'You made up a bit, asshole.']"
